lat,lon,univ_research_count_5000m
34.0012956,71.4852363,19
34.0076109,51.3610911,8
34.0123846,71.5787458,2
34.0155606,71.981283,0
34.0194704,-118.491227,2
34.0218454,-6.8408929,32
34.021869,-118.2858579,8
34.0247563,71.535446,13
34.0288805,-4.9987034,13
34.0316239,71.5880804,1
34.043533,-118.6959398,1
34.044531,-5.0660434,3
34.0459197,-4.9948051,4
34.0504554,-117.2640583,1
34.0536909,-118.242766,13
34.0553813,-117.7517496,5
34.0556686,-117.8239282,11
34.0585941,-118.4179137,7
34.060996,131.7568462,0
34.0657391,-118.445187,8
34.06809,134.1647446,0
34.0708777,-118.4468503,8
34.0744351,72.6459234,1
34.0749851,49.7071834,12
34.0816073,-81.1045084,1
34.0825513,-118.3637511,1
34.0862719,49.6893884,13
34.0976912,-118.2900801,2
34.0990229,49.7119539,13
34.0993621,-118.1579812,4
34.1103852,-117.7175884,9
34.1186214,-118.149625,3
34.1236954,35.6493557,2
34.1244218,74.841641,6
34.1251589,108.8289653,5
34.1262144,72.4743164,0
34.1279634,-117.9730617,1
34.133915,74.8367448,6
34.1370138,-118.1252883,1
34.1394513,-117.9772873,1
34.14545,108.8699205,14
34.147778,113.714722,0
34.1508648,134.5931441,0
34.1552786,108.8866313,15
34.1555232,108.8981463,16
34.1705609,-118.8375937,0
34.1781317,131.4737077,6
34.183671,-118.91183,1
34.1905959,-118.9198562,1
34.190682,72.036798,1
34.1974731,117.1733217,6
34.1977911,73.2452073,3
34.1994178,-118.6401937,1
34.2146056,117.1380776,3
34.2349959,108.9590442,41
34.2365057,108.8757509,15
34.2469224,108.9106235,25
34.2476753,108.9789725,30
34.252615,108.991609,24
34.255083,108.9885686,25
34.261004,108.9423363,30
34.2617412,108.0641068,4
34.2625402,48.8509482,10
34.26457,-6.570169,5
34.2665258,117.1810431,3
34.2735588,108.0807537,4
34.3050125,117.3081755,1
34.3250182,134.1720191,4
34.3251311,47.0964266,18
34.3416186,134.03676,3
34.3587493,108.9334148,3
34.3609713,107.2322378,1
34.3685181,58.688271,6
34.37101,132.343313,4
34.3738624,73.4698844,1
34.3789744,46.7010122,0
34.3823758,108.9717629,3
34.4016381,132.7207209,10
34.4139318,135.3031836,3
34.4146025,-119.84581,1
34.4202073,73.2514783,1
34.4221319,-119.702667,3
34.4228647,111.0489969,0
34.424294,35.8295597,11
34.4358295,-119.8276389,1
34.4373616,35.8348551,9
34.4569736,133.2308799,1
34.4812985,136.8434721,0
34.500477,47.9878156,2
34.5111993,135.631448,3
34.5169112,109.4643291,1
34.5356621,69.1199368,18
34.5412252,108.9237067,0
34.5919553,135.5061013,11
34.5977243,133.4638119,0
34.6134727,-120.193669,0
34.6149513,-79.6796157,0
34.6196539,112.4477046,6
34.6492808,-86.6714816,1
34.6517298,135.5913154,8
34.6518605,-1.8986708,5
34.6558024,3.2865702,4
34.6593427,135.2145467,10
34.663757,135.0291256,6
34.6656393,135.4324527,1
34.6728162,133.7466763,1
34.674666,-83.0165143,0
34.6767219,43.6456453,2
34.6776849,135.8442878,9
34.6852901,33.0332657,23
34.6881924,135.8278824,10
34.6889496,133.9220359,15
34.6925263,-82.1987922,0
34.6927402,50.0146963,3
34.6932379,135.1943764,14
34.6937569,135.5014539,14
34.7063833,50.8684469,5
34.7078204,135.6419202,10
34.7104832,36.7065524,13
34.7219894,-92.3382714,2
34.7249634,135.4355688,2
34.724986,137.7175515,6
34.729847,-86.5859011,1
34.7306052,-86.6545409,7
34.7318113,135.7335875,14
34.7341973,136.5153283,2
34.7348866,-82.2837408,0
34.7362124,101.6145551,0
34.7371445,135.8201679,6
34.7373045,-82.255371,0
34.7377745,135.3413128,22
34.739496,135.5869107,6
34.7472531,113.619321,6
34.7506641,113.6092172,5
34.7509899,113.5084981,2
34.7534257,113.6398742,11
34.7558877,137.8070373,0
34.7594193,135.516835,14
34.769123,137.391461,6
34.7811578,135.4699059,10
34.7903335,126.3847547,2
34.795353,48.4838243,10
34.796659,135.623591,8
34.7982907,113.648757,9
34.8000985,113.6820152,10
34.8040284,135.4506376,9
34.8055881,113.8017739,14
34.8096024,135.5613416,18
34.8124695,114.3639324,1
34.8143918,135.7677347,6
34.8144363,135.6507278,8
34.8159232,135.4350812,9
34.8161302,135.5685528,17
34.8191807,135.5245301,16
34.8214567,113.5297412,8
34.8217095,135.4284236,9
34.8285092,114.3135977,1
34.8367247,48.5619786,4
34.837175,127.8986604,0
34.8450582,5.7473592,2
34.8508816,5.729074,2
34.8578232,134.5453129,0
34.8588609,0.152995,5
34.8643948,113.6418256,1
34.88952,1.4754064,0
34.8899451,135.2252469,1
34.914934,134.860666,0
34.9230798,-82.2605935,1
34.9247486,135.7986143,7
34.9295623,134.4459789,2
34.947764,137.075563,0
34.9505457,127.4872992,9
34.954845,137.173023,2
34.9548784,137.1728226,2
34.9627975,126.5175783,1
34.9726302,48.6563818,0
34.9850637,135.693201,10
34.9854275,-80.5495112,0
34.9989957,-101.9205484,1
35.0042671,134.3560128,0
35.0082144,33.6964585,1
35.0099245,135.7184382,41
35.0115754,135.7681441,66
35.0137519,135.955226,2
35.0158859,126.7108313,1
35.0177852,135.8548122,6
35.0179088,135.96046,2
35.0229299,135.777149,59
35.0243842,137.0726427,1
35.0252635,135.7623445,66
35.0270467,135.7814382,51
35.027637,111.002141,0
35.0279793,138.9292082,0
35.0304815,135.760637,69
35.0312036,134.3700223,0
35.0505938,136.8436933,0
35.0547364,-106.5407877,4
35.0761704,129.0891449,6
35.079682,-106.5263425,3
35.0834524,137.156737,2
35.0841034,-106.650985,6
35.087244,136.8943972,1
35.0886942,136.5265829,0
35.0945453,112.5810521,0
35.0950882,136.9311917,5
35.0957963,138.8633946,0
35.0983121,137.0110693,3
35.1076927,-106.568325,4
35.1189387,-89.9372196,4
35.1192777,118.2810806,1
35.1219955,129.1017248,6
35.122591,136.9749449,27
35.1250993,69.3229727,1
35.1299648,136.9103645,16
35.1300205,4.2003107,0
35.1313568,136.9349364,31
35.1319241,137.0393314,10
35.1342725,129.1052466,7
35.137117,136.9681396,37
35.1375,113.143889,0
35.1406608,129.0980524,8
35.1412134,126.9303491,7
35.1418766,136.963772,44
35.1423875,129.035205,21
35.1439124,33.413932,16
35.1533087,136.9677806,44
35.1536981,-90.0434478,2
35.155469,128.0962563,11
35.1558147,126.8306362,0
35.1594647,126.8515034,2
35.164465,33.3625215,35
35.1660481,33.3149405,19
35.1664588,136.9463779,46
35.170952,136.8829402,16
35.1720599,46.0229048,1
35.1738739,138.9068006,1
35.174116,128.093839,11
35.1746503,33.3638783,30
35.1769099,126.9068927,9
35.1795032,33.3802649,27
35.1799528,129.0752365,6
35.1803459,128.1079953,11
35.1830867,-111.654961,2
35.1838064,137.0487181,13
35.1851045,136.8998438,20
35.1899147,113.2598711,1
35.191379,136.793513,0
35.1959878,-97.4457083,4
35.2028721,-0.6399128,17
35.2048883,-92.4479108,0
35.2238601,137.0840005,7
35.2272086,-80.8430827,8
35.227956,128.6818586,8
35.2281557,126.8421662,6
35.2477266,115.4464761,5
35.250061,128.9020135,5
35.2719497,139.5860744,1
35.2722146,136.2633131,8
35.2742655,137.0132784,5
35.2744397,46.994599,14
35.2916103,113.9353696,2
35.2934979,-118.9979315,0
35.3021133,113.9202062,2
35.3027387,47.0024848,19
35.3069101,-106.424655,0
35.3072756,25.0824082,4
35.3100146,-83.1990402,0
35.3163667,136.8918194,0
35.3196274,25.1023374,5
35.3247828,137.166407,3
35.3252445,129.0289851,2
35.3283255,51.6460307,4
35.329479,139.405371,2
35.3341322,33.34046,8
35.3350609,139.3494345,0
35.3376286,25.1329043,3
35.33908,25.1332843,3
35.3394168,139.3650126,0
35.344508,136.866742,0
35.3499417,139.2605775,0
35.3501426,1.3206018,6
35.3540209,-120.375716,0
35.3802138,139.1936185,0
35.394081,0.1379568,3
35.4035956,8.1212322,3
35.4125047,116.5849266,3
35.4178833,119.5213994,3
35.4192561,139.5608217,3
35.4230949,136.7627526,3
35.4264467,8.0554783,4
35.4342935,139.374753,4
35.435,44.37979,4
35.4429646,139.3625125,6
35.4487268,2.9073269,0
35.4503381,139.6343802,10
35.468115,133.048768,2
35.4700819,139.5442572,4
35.4708339,139.5447158,5
35.4715173,139.6275394,11
35.4715374,139.6275073,11
35.4719308,44.3953896,3
35.4737978,139.5900454,5
35.4777216,-82.5755477,1
35.4842868,-97.498633,15
35.5209657,35.8065133,43
35.5221718,129.4455523,1
35.5264794,139.6474132,16
35.5292713,24.0678296,6
35.5306639,139.7037668,14
35.5328838,-82.8373558,0
35.5391697,129.3119136,9
35.5415051,139.6408943,16
35.5442371,129.2567134,2
35.5446859,139.586675,2
35.546737,136.5243626,0
35.5505183,51.3492025,3
35.5514608,139.6718368,16
35.5544613,6.176799,8
35.5570501,45.4425963,8
35.5697958,-5.3746918,7
35.5715721,139.3730889,20
35.5735512,129.1899352,1
35.583355,139.6400639,35
35.5914478,139.5126674,27
35.599536,139.6079812,12
35.5996441,138.5175051,1
35.599701,1.8241988,1
35.6013411,-97.5187402,1
35.6037645,53.4344057,13
35.6057568,1.8079253,1
35.6089897,45.444529,1
35.6128511,139.5488344,11
35.6200371,139.3828668,46
35.6204045,139.7788891,43
35.6274364,140.1033825,12
35.6328512,-77.4852672,0
35.6344767,6.2775877,2
35.6378823,-0.6152677,8
35.6398433,139.7243825,87
35.6399328,138.6380495,4
35.6469025,139.652531,42
35.6544501,139.7053356,109
35.6569493,139.6968958,104
35.657267,139.5425627,27
35.6575911,-117.6418667,0
35.6580089,139.7515137,143
35.6581501,139.4305268,27
35.660548,139.7950539,37
35.6605744,139.7104162,111
35.6653668,139.7682873,136
35.6663595,139.3163653,13
35.6665943,139.7930229,64
35.6706436,139.7719923,123
35.6713394,139.3949801,26
35.6713502,139.750818,166
35.6762919,139.734402,188
35.6768601,139.7638947,140
35.678521,138.572316,16
35.6823093,4.5182837,3
35.6833926,139.5592421,44
35.6876096,-105.938456,5
35.688795,139.734537,191
35.6888667,140.0211756,18
35.6892523,51.3896004,70
35.6935008,139.3338854,9
35.6937632,139.7036319,144
35.6945835,139.9825387,2
35.699409,139.5184335,54
35.7015151,139.7642375,149
35.702287,139.7624917,154
35.7027174,51.35172,61
35.7043042,51.4093392,78
35.7044415,-0.6502981,8
35.704584,51.394761,82
35.7050116,0.5805459,4
35.7058081,139.3536109,10
35.7058628,51.3941557,82
35.7066308,51.3491105,59
35.7068579,139.7135424,180
35.7077781,-0.579255,7
35.7086179,139.6629399,53
35.7089418,138.4461193,1
35.7091798,139.7197213,177
35.7092577,111.2616877,0
35.7102814,139.5230986,52
35.7111638,139.7605624,155
35.7118165,139.5730897,36
35.719874,-0.5675118,12
35.7214564,51.381677,95
35.7234619,140.2240158,4
35.7297754,139.7556952,155
35.7298505,139.7030216,90
35.734772,51.9063798,3
35.7365092,-5.8930337,5
35.738783,-78.7828319,0
35.7427943,51.5057386,13
35.7472291,139.802157,24
35.7494962,114.2841988,0
35.7617808,51.3731861,79
35.7644597,51.4097293,82
35.7707582,10.8280511,15
35.7718497,-78.674087,23
35.7730076,-86.2820081,0
35.7803977,-78.6390989,13
35.7817053,139.6058692,4
35.7882893,-78.7812081,0
35.7893408,51.3158327,11
35.7931194,139.5657258,10
35.8025136,51.3932697,47
35.8096923,10.6055797,18
35.8115692,51.4157946,28
35.8172501,100.3405266,0
35.8237631,127.1472805,6
35.824341,-78.8300321,1
35.8275843,-86.4700765,0
35.828022,128.7572223,9
35.8288284,10.6405254,19
35.8359442,127.0496625,11
35.8363185,0.9118537,0
35.8441163,-90.6726325,5
35.8460396,-86.3921096,16
35.8466752,127.1337209,5
35.8556705,129.2248811,7
35.8556729,139.3283562,3
35.8567134,128.4849417,2
35.8569094,50.9882376,18
35.8614026,-78.8753576,0
35.8619719,139.6075894,2
35.8676218,139.9756876,14
35.8687758,7.1150645,3
35.8713,128.6018,23
35.877082,14.5063877,4
35.8794749,139.5195441,1
35.88137,-106.298959,1
35.8860496,-106.3200685,1
35.8905697,128.6108553,17
35.8923773,-78.8658899,1
35.8930499,-78.751265,0
35.9019845,139.9362283,10
35.9020939,14.4834607,4
35.903204,128.8511276,28
35.9039,127.1622,0
35.9046729,-79.0533595,3
35.9050354,-79.0477533,3
35.9111518,128.8077284,28
35.9183873,139.9084751,7
35.9241954,139.4829839,10
35.928808,0.089978,8
35.9301332,-84.3119307,3
35.9351738,139.654269,6
35.9415688,139.316039,6
35.9516352,-83.9308819,3
35.9603948,-83.9210261,3
35.9679984,126.7369036,1
35.9738872,120.1998057,2
35.9754168,139.4160114,5
35.9790551,140.1495982,5
35.9816964,120.1623183,3
35.9901282,114.5096506,0
35.996653,-78.9018053,3
36.0001557,-78.9442297,3
36.0014644,120.1163655,1
36.0073002,-78.8823949,3
36.0075045,120.1260965,1
36.0098907,-84.2619731,2
36.0103562,-84.2696449,2
36.0180795,129.3208556,2
36.0189315,129.3429384,1
36.0419302,-94.1691799,6
36.0500275,129.3722965,1
36.0504988,103.8544558,9
36.0525741,103.8568031,10
36.0526223,103.8394984,9
36.0531797,140.1171149,35
36.0621497,136.2239821,2
36.0625843,-94.1574328,6
36.0658593,120.3747272,4
36.0663249,120.3777659,4
36.0687136,140.1230415,35
36.0710122,4.7616616,4
36.0734025,140.1201334,35
36.07681,136.211926,3
36.077561,-79.7705451,7
36.0796376,120.4374768,4
36.0833265,140.077279,30
36.0851624,-94.1558257,6
36.0970389,-94.1703322,6
36.0982481,103.733089,5
36.0996405,-115.14675,1
36.0998131,-80.2440518,8
36.103127,129.3886111,4
36.1070526,140.1006602,22
36.109347,103.7239317,4
36.112446,50.5205978,0
36.1143945,138.0319015,0
36.1178237,-94.1765854,0
36.1212188,120.478556,8
36.1311725,-5.4473991,4
36.1313523,-97.0890651,4
36.1438011,-86.8028189,12
36.1446935,140.0756836,9
36.1453765,49.2130055,8
36.1523306,-95.9459602,4
36.1586843,2.0842817,0
36.1622767,-86.7742984,8
36.1635648,117.1498577,6
36.1684627,54.3237144,2
36.1748736,-85.5089051,9
36.1911744,44.0094145,10
36.1974016,139.2816997,1
36.19924,37.1637253,16
36.2252456,1.2415742,4
36.2318866,137.9345921,1
36.2487443,44.0863698,3
36.2504662,58.8325115,5
36.2530024,139.8052643,0
36.263285,140.5495366,0
36.265344,2.766957,6
36.285862,103.632326,0
36.2869536,140.4703384,0
36.2974945,59.6059232,10
36.2984539,7.9242269,2
36.3096482,59.5293728,14
36.3133375,140.5747222,0
36.3136511,59.5359373,14
36.3216299,50.0082858,9
36.3220984,139.0032758,2
36.3223766,50.0328952,4
36.3226284,120.3931739,0
36.3241356,113.0853944,0
36.330404,-86.5943278,1
36.3319894,127.4359144,12
36.3352732,127.452935,12
36.3354252,127.4603521,12
36.3391374,6.6224622,10
36.3497007,127.3849016,49
36.3557822,139.3983284,2
36.357491,59.5159222,12
36.3620732,127.3564099,68
36.3688546,120.6737612,4
36.3703054,127.3620118,79
36.3721692,127.3469729,72
36.3774919,127.3547565,78
36.3825332,3.8927526,5
36.3835879,43.1434133,2
36.3922405,127.4025363,80
36.398987,118.5055691,0
36.4195026,54.9649915,5
36.4227469,140.4739914,1
36.4232372,139.348455,4
36.4283175,127.3956037,51
36.4318169,116.005428,2
36.4364646,-78.9602728,0
36.463575,140.5696265,0
36.4705658,2.8274937,2
36.4709422,52.3571278,7
36.5102425,140.126863,0
36.515854,48.4777616,0
36.52198,139.033483,0
36.5246569,-117.9039708,0
36.5297438,-6.2928976,14
36.5309216,136.6275826,5
36.5487554,139.9130866,5
36.5552545,136.6709487,16
36.561627,136.6568822,9
36.5616601,52.6815349,13
36.5634886,128.7260798,1
36.5682281,139.7457781,0
36.5731668,101.8450273,0
36.5748441,139.2394179,0
36.582366,36.164095,2
36.596924,-121.8732706,1
36.5991225,140.6504604,1
36.6105229,127.2887154,6
36.6213701,109.4576477,2
36.62593,-121.816926,1
36.6273687,138.1903335,4
36.6281688,127.4538403,4
36.638392,127.6961188,0
36.6421169,127.4891742,4
36.6486692,53.0701737,7
36.6514701,117.0351431,29
36.6519754,117.1138479,9
36.6584401,116.9552149,5
36.6587696,117.4896969,5
36.6593624,-115.9993383,0
36.6687882,117.5135979,5
36.6714564,117.0515287,30
36.671677,48.5055391,21
36.679302,137.140739,20
36.6816936,-6.1377402,2
36.683301,116.9589445,4
36.6888162,2.9815406,2
36.6912955,53.5432769,3
36.6957569,137.2136215,10
36.6964131,117.0676849,14
36.6996488,52.6460869,6
36.7014631,-118.755997,0
36.7040811,5.0535872,1
36.7047946,119.1264787,1
36.7074551,119.1558166,1
36.7115728,138.4935692,0
36.7117308,138.4937932,0
36.7167933,-4.4746481,5
36.7231245,-4.4496548,5
36.7261362,-4.4559643,5
36.728569,101.7474125,3
36.7304657,137.0753818,7
36.7313788,10.3363985,0
36.7352819,127.0757053,0
36.7505294,118.4985249,0
36.7511783,5.0643687,1
36.7588584,3.0042781,20
36.7590403,3.473102,8
36.7598364,3.4709249,8
36.7635507,127.281751,1
36.7729333,3.0588445,20
36.7797231,37.1416892,0
36.7885836,3.0613066,9
36.7901261,3.2624484,1
36.7903098,3.0172742,16
36.79087,126.93411,3
36.7941854,34.6217603,4
36.7978381,34.6298391,4
36.8002068,10.1857757,38
36.8075189,5.7497604,1
36.8107193,117.9958537,2
36.8150283,127.1140654,8
36.824463,101.440811,0
36.8267581,10.1997985,47
36.833,127.1789962,7
36.8370597,10.1477835,46
36.837732,54.4394072,9
36.8421386,50.5873018,0
36.842802,10.1969246,44
36.8507941,10.1912271,42
36.8517528,127.1510574,6
36.8527154,127.7153257,0
36.8694368,7.717825,2
36.8801317,6.9077363,1
36.8862685,118.0754083,0
36.8862699,-76.3097248,0
36.8938473,30.6508866,3
36.9775016,-76.42977,0
36.9784394,37.3005375,1
36.9863599,35.3252861,2
37.0001245,-122.0622122,5
37.007773,127.279971,4
37.0117775,127.2634692,4
37.0353788,37.3129772,3
37.0500064,35.3573623,18
37.0510595,-122.014684,0
37.0525596,30.6251473,1
37.0750975,57.5096169,4
37.0958904,-76.3872424,0
37.1232245,-78.4927721,0
37.1326042,128.1913508,2
37.1555175,38.7967781,1
37.1570412,140.4468974,0
37.1660283,28.3833896,2
37.1725771,33.2584112,1
37.1734995,-3.5995337,27
37.1766667,-83.3269444,0
37.1827211,-3.6056278,27
37.1922074,49.638155,5
37.1994653,126.8312632,1
37.2045719,-99.8133765,0
37.2185308,127.0659624,5
37.2219268,-80.4272818,2
37.2296566,-80.4136767,2
37.2333253,-121.6846349,0
37.2345964,9.8824208,8
37.2351228,127.0092162,10
37.23808,127.1900788,3
37.2405741,127.1785572,3
37.2424001,127.0813337,5
37.244889,49.5767054,13
37.2534438,-121.9345283,0
37.2592973,127.0485896,7
37.2633325,127.0287472,7
37.2704282,-121.7935821,3
37.2712497,-76.700035,1
37.2735659,-6.9195247,18
37.2830024,127.0453782,6
37.2870626,-121.944881,1
37.2884675,127.0535231,6
37.298356,126.8387889,9
37.3003187,126.9697911,12
37.3048922,-5.9426403,5
37.3103949,126.72241,2
37.319288,127.1289665,4
37.3217152,126.8308604,9
37.3324115,-122.0289121,0
37.3340519,-121.8943326,9
37.3351902,-121.881225,9
37.3361663,-121.890591,9
37.3420996,127.9197603,8
37.3449082,126.9689861,8
37.3541132,-121.955174,3
37.3604283,-5.9876885,26
37.365182,-120.4225275,2
37.3688301,-122.036349,5
37.3698748,127.9290587,4
37.3705437,-121.9670806,4
37.3766166,126.6674244,7
37.3801291,126.6728057,10
37.386116,126.6394474,4
37.3877783,-122.0554994,4
37.3883596,-122.0417775,5
37.3886303,-5.9953403,37
37.3893889,-122.0832101,3
37.3938528,126.9570605,8
37.3966298,-121.918936,4
37.3974949,-122.0842646,4
37.4041096,-122.0513074,4
37.4043497,127.1003498,1
37.4045023,-6.000643,37
37.4156914,127.0986922,2
37.4167876,-122.2049266,7
37.4171237,-121.9474756,2
37.4201556,127.1262092,3
37.4202304,-121.9267976,3
37.4205875,-121.9638741,3
37.4235445,138.7780728,3
37.4249262,15.027629,0
37.4265407,-122.1703055,9
37.4313138,-122.1693654,8
37.4332273,-121.8989248,3
37.4334738,118.6689349,0
37.4351796,-122.1746129,8
37.4441182,-122.1611302,9
37.4443293,-122.1598465,9
37.446996,138.8512199,3
37.4494431,126.6534446,14
37.4519671,-122.177992,8
37.452798,127.1337775,7
37.456,126.7052,15
37.461928,121.4425255,7
37.4636,126.6502,12
37.4668979,126.9477791,12
37.4697275,15.0667062,11
37.4759752,57.3319881,8
37.4811727,126.8862794,6
37.4813107,-122.1592403,5
37.4835,127.0322,16
37.495358,44.1054777,0
37.4962989,126.9567202,20
37.5004435,127.0055211,22
37.5014422,126.7660139,11
37.5023612,15.0873718,21
37.5025707,42.4265426,1
37.5056814,127.0559028,17
37.5080182,126.9612686,21
37.5120997,122.1152599,0
37.5145,127.1058,13
37.5230897,121.3545232,3
37.5241326,15.0698469,21
37.5244177,15.0699381,21
37.5263041,127.1096013,12
37.52977,45.0468642,17
37.5442933,126.9652336,52
37.5461246,-77.4540609,6
37.5482697,-121.988571,0
37.5500352,127.076021,17
37.5569876,127.0470893,40
37.5582383,126.9994886,53
37.5600336,-122.2688522,2
37.5601546,126.9355554,44
37.5620442,126.831736,4
37.5643371,126.9468925,51
37.5649575,126.673603,7
37.5660234,14.2775489,0
37.5666791,126.9782914,67
37.5673957,111.1311369,1
37.5791175,126.9987329,61
37.5880378,127.0323927,59
37.5885518,36.8189117,2
37.5905083,-77.5313666,2
37.5971213,127.0519867,47
37.6008613,127.0452018,55
37.6015012,-0.9784431,24
37.6027807,126.8683965,3
37.6090291,-121.899142,0
37.6114792,126.9964154,45
37.6324414,127.0794648,25
37.6389997,-122.1307649,0
37.6452283,138.7669125,0
37.6520889,44.9799463,2
37.6535403,-122.4168664,0
37.654,127.0567,21
37.6624312,-121.8746789,0
37.6638447,126.7833745,4
37.6736516,-121.7072096,2
37.6820583,-121.768053,2
37.6846295,30.3371963,1
37.687165,-122.402794,0
37.6875252,126.7593175,4
37.6922361,-97.3375448,2
37.7083423,-89.2275556,1
37.7186944,-89.2032668,1
37.7245167,-122.4799957,3
37.7364305,115.6677229,0
37.7392,29.1014118,5
37.7463064,112.6568174,4
37.7553389,-121.8963663,0
37.760777,140.4745807,0
37.7627257,-122.4582568,13
37.7648021,-121.9544387,0
37.7718367,-122.4164222,31
37.7728858,-3.7883289,2
37.7762456,-81.186063,3
37.7874104,41.2573924,0
37.7879363,-122.4075201,30
37.7999763,112.558743,12
37.8001306,112.5816662,11
37.8314089,-122.2865266,5
37.8379545,30.5350457,8
37.8580651,112.5163671,15
37.8653433,-122.2602014,15
37.8672582,127.7447487,9
37.8688823,138.9419567,3
37.8698546,-122.2849233,15
37.8699921,112.5437075,13
37.8762248,32.4313675,5
37.8769588,-122.2456303,14
37.8811393,-122.2644976,15
37.8827661,114.400292,1
37.8843231,-4.7885498,14
37.8861199,127.7386506,10
37.887283,112.5929636,2
37.8948267,127.2007295,2
37.9044835,40.2749929,1
37.9347521,-1.1131029,5
37.9357576,-122.347748,2
37.9532435,-91.7742667,1
37.970038,23.7652367,51
37.9752283,23.7801217,58
37.9774256,114.5156097,2
37.9787088,23.7334997,55
37.9909537,23.6832141,23
37.9912577,-1.1852019,45
37.9948596,-1.1295037,46
37.9965514,114.5149368,6
37.9978864,23.8192663,39
38.0061728,114.5245739,4
38.0242069,32.5057052,2
38.0266291,-84.5047222,10
38.0397189,23.8102372,8
38.0410576,-78.5055084,4
38.0429742,114.5088385,4
38.0431478,46.3873072,6
38.0464066,-84.4970393,10
38.0523958,46.284404,20
38.0582347,23.7713365,0
38.0587006,114.525018,3
38.0664691,34.7051438,0
38.0738612,46.2978789,21
38.1112268,13.3524434,13
38.1207709,15.6654582,4
38.1468023,127.3133,0
38.1573223,-86.6770432,0
38.1595867,13.3259728,2
38.172877,45.7086305,3
38.1904931,116.1191021,0
38.1937571,15.5542082,4
38.2093574,48.2906904,9
38.2133224,-85.7577075,39
38.239215,-91.3059819,0
38.2462459,140.3497439,1
38.2493026,140.8776015,23
38.2533294,140.8741895,24
38.2541921,140.8407024,27
38.2653307,-0.6988391,4
38.2677554,140.8691498,28
38.2744348,140.8741703,26
38.2817941,-76.4252568,0
38.2845981,116.7779467,2
38.2885577,21.789485,37
38.3001159,-77.4571472,1
38.321089,106.3885725,0
38.3249599,43.6589825,0
38.3313453,33.992396,1
38.3436365,-0.4881708,21
38.3634776,-0.4956181,44
38.3740623,26.9853309,1
38.3813008,27.2232346,5
38.4101,106.2741013,1
38.4240161,48.4840477,0
38.4404925,-122.7141049,0
38.4506783,46.0264338,0
38.4544435,27.2024459,5
38.4556928,27.2281857,4
38.4654282,38.3570267,1
38.4774934,47.0662215,2
38.4814015,42.1582309,2
38.4871699,106.2266569,0
38.4916812,106.1686188,4
38.5123509,27.0313048,1
38.5337904,-121.7907544,2
38.5435526,-121.739005,1
38.5479104,44.9512397,2
38.5645648,68.7891691,36
38.5744962,-7.9158308,9
38.5778447,23.642417,2
38.5810606,-121.493895,4
38.5893548,68.7734591,34
38.5900038,-90.2077654,4
38.6254063,-90.190009,7
38.635359,-90.231845,8
38.6359002,-121.4610965,0
38.6472402,-90.3084017,9
38.6631572,-9.2049894,12
38.6637429,-9.198197,13
38.6728215,29.3284983,1
38.6788086,39.1932362,1
38.6827365,-121.0536827,0
38.6884369,-89.9592558,0
38.694335,-0.4775731,2
38.7073914,35.5337566,6
38.7077507,-9.1365919,37
38.713055,35.4534907,1
38.7136137,-9.1458084,46
38.7251776,-105.607716,0
38.7367455,-9.1383914,40
38.7436763,-9.1396022,42
38.7509488,-77.4752667,1
38.7527961,-9.1570276,41
38.7691135,-9.1806113,26
38.7716925,41.4243937,1
38.784932,30.4668067,1
38.7889142,26.9669803,0
38.8051095,-77.0470229,2
38.8100702,-9.0999313,3
38.8258919,-85.3382911,0
38.8339578,-104.825348,4
38.8579735,115.490696,11
38.8584417,34.6546402,0
38.8644415,115.5266569,11
38.8676931,121.5493268,11
38.8697788,-90.075834,0
38.8701106,121.5230701,9
38.8760446,115.4973873,10
38.8769326,-77.0893094,12
38.878187,-6.9701115,5
38.8795182,-77.0030001,12
38.8806776,-77.1089359,8
38.8808332,115.5606323,7
38.8812564,121.52016,12
38.8844158,-7.0009402,5
38.8863047,-77.0266121,19
38.8903961,-77.0841585,19
38.8924932,-104.7996978,22
38.8930921,-77.0477737,21
38.8950982,-77.0363849,22
38.8994972,-77.0482005,23
38.9008748,40.4854983,1
38.911216,-77.0753261,23
38.9115422,121.5653388,7
38.9130495,121.6098013,4
38.9163778,27.8285119,1
38.9218972,-77.0195931,25
38.9352309,-77.182126,2
38.9364147,-92.329703,7
38.9366852,-77.185843,2
38.949113,100.4401355,0
38.9587514,-77.3585955,0
38.9646244,-77.4463445,1
38.9695316,-77.3859479,0
38.9701853,-123.6880732,0
38.9786401,-76.492786,2
38.980666,-76.9369189,3
38.9812726,-77.1233587,6
38.982888,-76.8525985,0
38.9950921,-1.8559154,23
38.9969312,117.3062804,7
38.9982338,-77.1014511,4
38.9983345,-76.970741,3
38.9997621,-77.0240371,3
39.0000001,116.0,0
39.0030666,-76.9721023,3
39.00371,-76.9439449,3
39.004607,-76.8756838,2
39.0050184,125.7451988,18
39.0080601,-76.7797899,2
39.0351079,-77.7905502,0
39.0392404,-94.5724866,3
39.0405608,-94.6169013,3
39.0584702,125.7678609,15
39.0621921,117.1333089,12
39.0633635,-76.8931713,2
39.063464,-77.1118885,0
39.0642723,117.1053155,11
39.0709682,117.6920043,1
39.0797054,117.1771869,20
39.0844064,117.1957475,18
39.0861373,26.570155,5
39.0924792,-94.4137923,1
39.095672,117.0886144,11
39.100105,-94.5781416,0
39.1084771,117.2171655,16
