key,count2000
"28.5421218,-81.379045",0.0
"28.574394,77.2090487",0.0
"28.5834575,77.1572877",0.0
"28.5851098,77.1810104",0.0
"28.5977707,-81.3510264",0.0
"28.6138954,77.2090057",0.0
"28.6328099,77.222189",0.0
"28.6472124,116.0348483",0.0
"28.6581723,121.4163876",0.0
"28.687547,115.8540042",0.0
"28.8616886,121.1402223",0.0
"28.8744722,105.4385063",0.0
"28.8936645,51.3204877",0.0
"29.0000001,119.9999999",0.0
"29.2995746,104.6928392",0.0
"29.3872254,-94.992736",0.0
"29.388607,115.3820227",0.0
"29.4246002,-98.4951405",0.0
"29.4376942,-98.6382108",0.0
"29.4906872,60.8635357",6.0
"29.5048654,-98.5761158",0.0
"29.5221485,106.4343929",0.0
"29.5353583,106.5049974",0.0
"29.5656729,106.5479189",0.0
"29.5698046,106.5277494",0.0
"29.571858,57.301047",0.0
"29.6307268,52.5225177",0.0
"29.6519684,-82.3249846",0.0
"29.6742712,-82.3867069",0.0
"29.6745984,-95.4568621",0.0
"29.6917937,-82.4361118",0.0
"29.705529,-95.4061279",0.0
"29.7093924,-95.399249",0.0
"29.7105439,-95.3958079",0.0
"29.7141969,-95.3152578",0.0
"29.7167915,-95.4047811",0.0
"29.7207902,-95.3440627",0.0
"29.7589382,-95.3676974",0.0
"29.7848626,40.0352745",4.0
"29.8437545,114.3169418",1.0
"29.8622194,121.6203873",0.0
"29.8693496,77.8902124",0.0
"29.8699867,121.5427313",0.0
"29.9091815,121.6334863",0.0
"29.9561422,-90.0733934",0.0
"29.956837,-90.083135",0.0
"29.9877558,31.4419752",0.0
"3.0686895,101.4995983",0.0
"3.1149258,101.6528227",16.0
"3.1516964,101.6942371",0.0
"3.3408806,-76.5291786",0.0
"3.5613218,98.6568033",17.0
"30.0079478,120.5431529",0.0
"30.0191701,31.5037433",0.0
"30.0451256,31.2648207",0.0
"30.047992,-94.3357433",0.0
"30.05518,107.8748712",0.0
"30.0754657,31.2904114",0.0
"30.0789047,78.2859716",0.0
"30.1732277,120.2883527",0.0
"30.1734194,-95.504686",0.0
"30.2310563,120.0364832",2.0
"30.2489634,120.2052342",0.0
"30.2604657,-81.4447941",0.0
"30.2711286,-97.7436995",2.0
"30.2750178,77.0483955",0.0
"30.2852194,57.0648394",1.0
"30.2931534,120.1620458",6.0
"30.295896,120.1617104",0.0
"30.2984361,120.0787911",0.0
"30.3056773,120.3521913",0.0
"30.31542,-96.34646",0.0
"30.3154696,-81.6632849",0.0
"30.3163075,120.3496996",0.0
"30.3262247,-81.6579179",0.0
"30.335758,120.32671",0.0
"30.3359809,120.0319713",0.0
"30.3375612,112.2337264",0.0
"30.402184,55.9941776",1.0
"30.4027287,-91.1025077",0.0
"30.4049826,112.8940372",0.0
"30.4739905,114.348398",2.0
"30.4868868,114.3078559",0.0
"30.5202172,114.4118463",0.0
"30.5373773,114.361535",0.0
"30.5465976,114.4172231",0.0
"30.55566,114.3468232",0.0
"30.5601863,103.9973029",0.0
"30.578891,114.2921197",0.0
"30.6119925,104.1138966",0.0
"30.6221359,32.2750549",0.0
"30.6425541,104.0673888",0.0
"30.659867,104.063315",0.0
"30.6681785,51.581916",0.0
"30.6782315,104.0980034",2.0
"30.6972412,-88.1892334",0.0
"30.7474425,120.7510971",0.0
"30.7707072,76.5764588",0.0
"30.8736613,-84.5740953",0.0
"31.0317976,121.438258",0.0
"31.052796,121.4320217",0.0
"31.1273609,121.5621972",0.0
"31.1450814,121.4195085",2.0
"31.1680633,121.3939936",1.0
"31.1682516,121.4182096",0.0
"31.1794305,121.5902345",0.0
"31.1909408,121.5984896",3.0
"31.1921811,121.4532771",0.0
"31.1932333,121.4517571",0.0
"31.1991806,29.8951716",0.0
"31.2008911,121.4283949",0.0
"31.2091825,121.4958893",1.0
"31.2104662,29.9131341",0.0
"31.2143785,121.4680316",0.0
"31.2259426,121.3502549",0.0
"31.2284923,121.4021139",2.0
"31.2312015,121.5071268",0.0
"31.2312707,121.4700152",0.0
"31.2323437,121.4691024",0.0
"31.2515439,121.4511111",1.0
"31.260913,34.799588",0.0
"31.2631254,34.8022385",0.0
"31.2834256,121.4969124",8.0
"31.2847393,121.4969491",0.0
"31.2919962,121.1913927",0.0
"31.3011748,121.4974703",0.0
"31.3031086,48.652823",6.0
"31.3065725,121.6495683",0.0
"31.3068662,121.4943346",6.0
"31.3075202,121.5230816",0.0
"31.311123,120.6212881",0.0
"31.3159206,121.3880243",0.0
"31.3269171,121.5188587",0.0
"31.3356298,121.2475829",0.0
"31.3865911,120.674535",0.0
"31.4606344,31.4559443",0.0
"31.5669121,120.2940511",0.0
"31.5716047,130.5440871",0.0
