key,count2000
"36.0706768,103.7748683",0.0
"36.0833265,140.077279",2.0
"36.0905029,-80.2665306",2.0
"36.0998131,-80.2440518",0.0
"36.1070526,140.1006602",0.0
"36.1401329,-86.8027387",0.0
"36.1409238,-86.8016342",2.0
"36.1622767,-86.7742984",0.0
"36.1634561,-86.7807028",0.0
"36.1674263,-115.1484131",0.0
"36.198399,44.0205604",0.0
"36.2134053,57.6808799",0.0
"36.2382047,137.9687141",0.0
"36.2606177,117.0044569",0.0
"36.285862,103.632326",0.0
"36.3024236,-82.3692822",2.0
"36.3053722,127.3428443",0.0
"36.3136511,59.5359373",0.0
"36.330404,-86.5943278",0.0
"36.3497007,127.3849016",2.0
"36.369879,127.3448303",0.0
"36.3703054,127.3620118",0.0
"36.3768552,127.3585227",0.0
"36.3774919,127.3547565",0.0
"36.398987,118.5055691",0.0
"36.4022786,139.8612754",0.0
"36.4195026,54.9649915",0.0
"36.515854,48.4777616",0.0
"36.5537458,53.0602761",0.0
"36.561627,136.6568822",0.0
"36.6231581,127.4612249",0.0
"36.6519754,117.1138479",0.0
"36.6714564,117.0515287",0.0
"36.6715017,117.0510792",0.0
"36.6782167,139.8096549",0.0
"36.7047946,119.1264787",0.0
"36.7104018,-81.975249",0.0
"36.7227503,-4.4650302",0.0
"36.7375388,-4.5571438",0.0
"36.7498188,136.7195952",0.0
"36.7647913,-4.4422005",0.0
"36.8028482,10.1613178",0.0
"36.824463,101.440811",0.0
"36.8938473,30.6508866",0.0
"36.986415,120.7195089",0.0
"37.0000001,105.9999999",0.0
"37.0001245,-122.0622122",0.0
"37.007773,127.279971",0.0
"37.0210096,-76.3386255",0.0
"37.050096,-121.99059",0.0
"37.1432315,46.1056025",0.0
"37.1641544,-120.7678602",0.0
"37.1734995,-3.5995337",0.0
"37.1922074,49.638155",0.0
"37.2045719,-99.8133765",0.0
"37.242375,-78.4605692",1.0
"37.2633325,127.0287472",0.0
"37.2669545,126.9844505",0.0
"37.270973,-79.9414313",0.0
"37.2830024,127.0453782",0.0
"37.304731,-89.5176418",0.0
"37.3191109,126.8251972",2.0
"37.3340519,-121.8943326",0.0
"37.3492691,127.1241351",0.0
"37.3496003,127.9452781",2.0
"37.3525285,126.6038098",0.0
"37.3629504,-5.9789302",0.0
"37.3762968,-5.9776388",14.0
"37.386116,126.6394474",0.0
"37.3877783,-122.0554994",0.0
"37.3893889,-122.0832101",0.0
"37.3977693,-121.8870302",1.0
"37.4048781,-6.0086329",0.0
"37.4059352,-121.9040877",0.0
"37.406758,-5.98685",20.0
"37.4201556,127.1262092",0.0
"37.4265407,-122.1703055",0.0
"37.4313138,-122.1693654",0.0
"37.4335887,121.5165087",2.0
"37.4413469,127.1329195",1.0
"37.4443293,-122.1598465",0.0
"37.4494431,126.6534446",0.0
"37.4509805,-122.1123014",0.0
"37.4512222,-122.1864846",4.0
"37.4519671,-122.177992",5.0
"37.4667627,126.947822",0.0
"37.4669776,126.9491379",6.0
"37.4811727,126.8862794",0.0
"37.4863239,-122.232523",0.0
"37.495401,127.1239038",0.0
"37.4987812,127.0316711",10.0
"37.5023612,15.0873718",0.0
"37.504936,-122.261823",0.0
"37.5254453,127.1103466",0.0
"37.5363669,-122.0614317",0.0
"37.5385087,-77.43428",0.0
"37.5387202,45.0814813",0.0
"37.5402575,-77.4300631",0.0
"37.541847,127.0771149",0.0
"37.5482697,-121.988571",0.0
"37.5557274,127.0436837",6.0
"37.5600336,-122.2688522",0.0
"37.5603559,126.9351585",0.0
"37.5609877,126.9395734",0.0
"37.5643371,126.9468925",0.0
"37.5666791,126.9782914",0.0
"37.5746536,126.9788867",0.0
"37.5758797,-77.5412837",0.0
"37.5780965,-122.3473099",0.0
"37.57839,127.004199",0.0
"37.5791175,126.9987329",0.0
"37.5806949,126.9827989",0.0
"37.5870459,126.9906264",0.0
"37.5880378,127.0323927",0.0
"37.6008613,127.0452018",11.0
"37.6114792,126.9964154",0.0
"37.6535403,-122.4168664",0.0
"37.6638447,126.7833745",0.0
"37.6845617,-121.8932947",0.0
"37.687165,-122.402794",0.0
"37.6895325,-122.4010322",0.0
"37.6898224,140.4715216",2.0
"37.7074904,-122.409805",0.0
"37.7087133,-122.418964",0.0
"37.7627257,-122.4582568",2.0
"37.7672835,-122.3923324",0.0
"37.7835246,-122.4724642",0.0
"37.7850378,-122.4395106",0.0
"37.7879363,-122.4075201",0.0
"37.7891184,-122.4080134",0.0
"37.790601,-122.4322597",7.0
"37.8225892,-122.0008254",0.0
"37.8314089,-122.2865266",0.0
"37.8655702,-122.2988907",0.0
"37.8672582,127.7447487",0.0
"37.8688823,138.9419692",2.0
"37.8699921,112.5437075",1.0
"37.8708393,-122.272863",0.0
"37.8754996,-122.2390685",8.0
"37.8769588,-122.2456303",0.0
"37.8845813,-4.7760138",0.0
"37.8913346,-122.2772852",0.0
"37.8968742,-122.3099604",2.0
"37.9321597,-1.1625399",0.0
"37.9341685,23.6459012",3.0
"37.9347521,-1.1131029",0.0
"37.9357576,-122.347748",0.0
"37.9450391,23.6694768",0.0
"37.9632711,114.6753446",0.0
"37.970038,23.7652367",0.0
"37.9747795,-122.5316686",0.0
"37.9755648,23.7348324",0.0
"37.9917161,23.7810335",0.0
"37.9941383,23.7324792",0.0
"38.0222516,-84.4728647",0.0
"38.0249651,-122.2768894",0.0
"38.0266291,-84.5047222",0.0
"38.029306,-78.4766781",0.0
"38.0410576,-78.5055084",0.0
"38.0429742,114.5088385",0.0
"38.0431478,46.3873072",2.0
"38.0464066,-84.4970393",0.0
"38.0523958,46.284404",0.0
"38.0560162,46.3330119",2.0
"38.057505,114.475949",0.0
"38.0738612,46.2978789",7.0
"38.1040864,-122.2566367",0.0
"38.1081751,-122.5739437",0.0
"38.1112268,13.3524434",12.0
"38.1130729,15.6590765",0.0
"38.2133224,-85.7577075",0.0
"38.2458075,-85.7500121",0.0
"38.246242,21.7350847",0.0
"38.2653307,-0.6988391",0.0
"38.2677554,140.8691498",0.0
"38.2724216,140.8608824",4.0
"38.2764062,140.8702605",4.0
"38.2949894,21.795575",0.0
"38.321089,106.3885725",0.0
"38.3634643,-0.4860334",0.0
"38.3901767,-121.9482113",0.0
"38.4192537,27.128469",0.0
"38.4236258,-82.4274024",0.0
"38.4311859,-82.4004817",0.0
"38.4545074,-77.416527",0.0
"38.4556928,27.2281857",0.0
"38.5526924,-121.45179",0.0
"38.5541538,-121.4525385",0.0
"38.5810606,-121.493895",0.0
"38.6254063,-90.190009",0.0
"38.6350384,-90.2150369",0.0
"38.6378457,-90.2649269",0.0
"38.6472402,-90.3084017",0.0
"38.673031,-90.4235635",0.0
"38.6925777,-9.3123076",0.0
"38.694335,-0.4775731",0.0
"38.7077507,-9.1365919",11.0
"38.7397508,-9.1615296",0.0
"38.7485851,-9.1608511",0.0
"38.7527961,-9.1570276",16.0
"38.7604815,-92.5617875",0.0
"38.8051095,-77.0470229",0.0
"38.808724,-76.8953618",0.0
"38.8462236,-77.3063733",2.0
"38.8644415,115.5266569",3.0
"38.8650918,117.4545143",0.0
"38.8765283,16.6122077",0.0
"38.8808332,115.5606323",0.0
"38.8812564,121.52016",0.0
"38.881432,-77.0274801",0.0
"38.882334,-77.1710914",0.0
"38.8950982,-77.0363849",0.0
"38.899865,-77.0474485",9.0
"38.9007688,-77.03521",8.0
"38.9089393,-77.0745796",0.0
"38.9109322,-77.0759448",0.0
"38.9130495,121.6098013",0.0
"38.9287492,-77.0147693",0.0
"38.9364147,-92.329703",1.0
"38.9366852,-77.185843",0.0
"38.980666,-76.9369189",0.0
"38.9812726,-77.1233587",0.0
"38.9813699,-77.0849245",0.0
"38.9825377,-77.096652",1.0
"38.9846816,-77.0942447",0.0
"38.9869388,117.33941",3.0
"38.9969312,117.3062804",0.0
"38.9997621,-77.0240371",0.0
"39.0000001,116.0",0.0
"39.0000143,-77.1040039",0.0
"39.0018688,-77.0863719",0.0
"39.0080601,-76.7797899",0.0
"39.0342326,-94.5780133",0.0
"39.0405608,-94.6169013",0.0
"39.0571097,-94.6095438",0.0
"39.0817985,-77.1516844",0.0
"39.0844064,117.1957475",4.0
"39.1012809,-84.5127405",0.0
"39.1052175,-77.1806026",0.0
"39.1134562,-94.626497",0.0
"39.1165863,117.1783982",0.0
"39.1259252,-77.2321243",0.0
"39.1316116,-77.2165406",0.0
"39.1399187,-77.1929215",0.0
"39.1408304,-84.5023891",0.0
"39.1712341,-77.2655648",0.0
"39.1802358,-86.5093526",0.0
"39.2444289,-94.587128",0.0
"39.252377,-76.7089181",3.0
"39.271541,-76.6734579",0.0
"39.2781604,-76.5762014",0.0
"39.2870767,-76.6265323",0.0
"39.2882737,-76.6243944",0.0
"39.2908816,-76.610759",0.0
"39.2911064,-76.5489648",0.0
"39.2964392,-76.5923927",0.0
"39.2987275,-76.5883163",0.0
"39.3032619,117.4163641",0.0
"39.3241782,-82.1015648",0.0
"39.3295258,-76.6148396",4.0
"39.3302023,-76.6218536",0.0
"39.3796446,-77.2781419",0.0
"39.3891646,117.0402984",0.0
"39.415779,-77.4127562",1.0
"39.4436537,-0.3761017",0.0
"39.4697065,-0.3763353",0.0
"39.4745175,-6.3716761",0.0
"39.4788203,-0.360669",0.0
"39.5120347,-76.1643289",0.0
"39.5501275,-119.8149661",0.0
"39.579155,-104.8769227",0.0
"39.613432,2.8829185",0.0
"39.6172101,-104.950814",0.0
"39.6194942,20.8412537",0.0
"39.6348398,-79.9542095",0.0
"39.6438028,-106.3888231",0.0
"39.6550017,66.9756954",0.0
"39.6802837,-75.7530984",0.0
"39.7392364,-104.984862",0.0
"39.7401441,-104.8733376",0.0
"39.740278,122.255833",0.0
"39.7421818,-104.8348157",0.0
"39.7446494,-104.8386619",0.0
"39.7459468,-75.546589",0.0
"39.7546888,-86.1537802",0.0
"39.7683331,-86.1583502",0.0
"39.7726281,-89.701801",0.0
"39.779725,-75.555041",0.0
"39.7837304,-100.445882",0.0
"39.7871062,-86.1647367",0.0
"39.7948667,116.4998627",0.0
"39.8130639,-89.6585063",1.0
"39.8431338,116.3253044",4.0
"39.8553543,-84.2724674",0.0
"39.8633289,116.3469177",0.0
"39.8719613,116.4407529",1.0
"39.8791511,116.3659062",0.0
"39.8936695,116.3151027",0.0
"39.9057136,116.3912972",0.0
"39.909071,116.24162",0.0
"39.9093367,116.3297146",9.0
"39.9110517,116.409643",0.0
"39.9182405,116.4105731",0.0
"39.9207759,32.8540497",0.0
"39.9238532,116.3083868",0.0
"39.926149,116.3321079",0.0
"39.9403121,-75.1197608",0.0
"39.9420451,-75.1153073",0.0
"39.9427373,116.3171644",0.0
"39.9474954,-75.1923532",0.0
"39.9476976,-75.1949802",4.0
"39.9492859,-75.1920297",0.0
"39.9499481,-75.1941014",5.0
"39.9522148,-75.1955729",4.0
"39.9527237,-75.1635262",0.0
"39.95383,-75.1845647",0.0
"39.9545335,-75.1865653",0.0
"39.9597631,116.359724",0.0
"39.9622601,-83.0007065",0.0
"39.9728584,116.4206919",0.0
"39.9804494,116.3238455",0.0
"39.9809855,116.3538443",0.0
"39.9826574,116.3103787",28.0
"39.9866862,116.3405212",0.0
"39.9918215,116.3039468",0.0
"4.6287061,-74.0636499",0.0
"4.97594,114.8948152",0.0
"40.0022905,116.320963",61.0
"40.0037427,116.31141",0.0
"40.0056982,-83.0286573",0.0
"40.0149856,-105.270545",0.0
"40.0233682,116.3124133",0.0
"40.0291456,-83.1132529",0.0
"40.0299755,-75.6290436",0.0
"40.0712706,-75.0909805",0.0
"40.0756324,113.221435",0.0
"40.0761545,-88.2233134",0.0
"40.0972164,116.2539412",0.0
"40.102332,-75.2743467",0.0
"40.109211,-83.1213136",0.0
"40.1131563,-88.2247919",0.0
"40.1311453,32.9512024",0.0
"40.1522173,18.2260628",0.0
"40.1750746,116.1593872",0.0
"40.1842455,-75.1390524",0.0
"40.1853862,-75.2276756",0.0
"40.1854712,-75.4512163",0.0
"40.1868505,-75.2279639",0.0
"40.207448,-8.4255578",0.0
"40.2111874,-8.4291478",13.0
"40.2728577,-111.6811559",0.0
"40.2804021,-7.504191",0.0
"40.2850285,-76.6534662",0.0
"40.2891314,-74.7176458",0.0
"40.3496953,-74.6597376",2.0
"40.3508429,-74.6557408",0.0
"40.376385,-3.6980587",0.0
"40.3999106,-3.8359231",0.0
"40.416782,-3.703507",0.0
"40.4191229,-86.8919011",0.0
"40.4196884,-3.6711358",0.0
"40.4237276,-3.6899043",0.0
"40.4278841,-74.415984",0.0
"40.430028,-86.9264211",0.0
"40.4340157,-3.6757531",0.0
"40.4406968,-80.0025666",14.0
"40.4439193,-79.9428267",0.0
"40.444153,-79.962461",9.0
"40.4569719,-80.0033069",0.0
"40.4619489,-86.9296852",0.0
"40.4739834,-3.7016579",8.0
"40.4746214,-3.6811959",0.0
"40.4759705,-3.6938552",0.0
"40.4761339,-3.6936852",8.0
"40.4813101,-3.6872735",0.0
"40.4868616,-3.6954489",11.0
"40.4936119,-74.4436416",0.0
"40.4965138,-74.448613",0.0
"40.496895,-74.4490361",4.0
"40.5204169,-74.4645303",0.0
"40.543338,23.008222",0.0
"40.5464326,-74.4660542",1.0
"40.5651728,-75.5220282",0.0
"40.6012354,-3.7038475",0.0
"40.6022552,-75.4716115",1.0
"40.6296719,22.9591469",0.0
"40.6308667,-8.657127",0.0
"40.6394203,-73.9981068",0.0
"40.6403167,22.9352716",0.0
"40.6678376,-73.9791449",0.0
"40.6771374,-74.2870715",0.0
"40.6936222,-73.8526082",0.0
"40.6938609,-89.5891008",0.0
"40.6953793,-74.4009849",0.0
"40.6956876,-73.9878794",0.0
"40.7125533,-74.3535005",0.0
"40.7127281,-74.0060152",6.0
"40.7176622,-73.5978388",0.0
"40.7262442,-74.379368",0.0
"40.7330069,8.5470468",12.0
"40.7331696,-73.9820464",0.0
"40.735657,-74.1723667",0.0
"40.7397084,-73.6386952",0.0
"40.7415246,-73.9737223",25.0
"40.7421254,-74.1790316",5.0
"40.7423027,-73.9735654",0.0
"40.7440696,-74.1741369",5.0
"40.746441,14.7772326",1.0
"40.7492678,-73.6406845",0.0
"40.7503942,-74.1828657",0.0
"40.750632,-73.9687884",0.0
"40.7596198,-111.886797",0.0
"40.7628137,-111.8368719",0.0
"40.7644418,-73.9569549",0.0
"40.7647523,-73.9549121",0.0
"40.765164,-73.9526899",0.0
"40.779066,-111.8792891",0.0
"40.7887367,-82.2360391",0.0
"40.789793,-73.9532536",2.0
"40.7899645,-73.9532282",0.0
"40.7970382,-74.4809868",0.0
"40.8006696,29.431767",0.0
"40.8077507,-73.9624901",16.0
"40.8088861,-96.7077751",0.0
"40.8128971,-77.8710571",0.0
"40.8166476,-73.9244703",0.0
"40.8184528,111.6601939",1.0
"40.8200998,-74.3648731",0.0
"40.8223223,-74.1598663",0.0
"40.8447225,-74.1999165",0.0
"40.8455637,14.2579528",23.0
"40.8468289,-74.0048859",0.0
"40.847759,14.2566037",0.0
"40.8506608,14.2576446",0.0
"40.8542807,-73.8456159",0.0
"40.8585173,-73.4551825",0.0
"40.8645519,14.2252129",0.0
"40.8837051,-74.0559409",0.0
"40.8870781,-74.0410667",0.0
"40.908482,-73.1325471",0.0
"40.9090809,-73.1205518",0.0
"40.924271,-98.338685",0.0
"40.9451909,-72.8424365",0.0
"40.9522369,17.299948",0.0
"40.9613268,-5.6672043",0.0
"40.9651572,-5.6640182",21.0
"40.9680683,-76.6046458",0.0
"40.9965446,15.140569",0.0
"41.006381,28.9758715",0.0
"41.0114017,-73.8466414",0.0
"41.0192641,-73.6834621",0.0
"41.0267866,28.9727283",0.0
"41.075213,-73.7750061",0.0
"41.1055147,16.8594059",0.0
"41.1257843,16.8620293",0.0
"41.1285459,-8.6104145",0.0
"41.1526668,15.0885633",0.0
"41.1782008,-8.5960209",0.0
"41.1784933,-8.5961974",0.0
"41.1823352,-8.6060513",17.0
"41.1851258,-8.5984053",0.0
"41.2367955,-80.8190423",0.0
"41.2550772,-95.9769529",2.0
"41.2555699,-95.9794767",2.0
"41.2571306,-72.9896696",0.0
"41.2577933,-96.0104971",5.0
"41.2587459,-95.9383758",0.0
"41.2695698,-73.442925",0.0
"41.3046035,-72.9355941",0.0
"41.3082138,-72.9250518",0.0
"41.3174049,-72.9217621",0.0
"41.3452787,2.1112992",0.0
"41.34655,-72.0388786",0.0
"41.3595118,2.0996318",0.0
"41.3682047,36.1980326",0.0
"41.3819033,2.1762519",0.0
"41.3825802,2.177073",0.0
"41.3843785,2.1019391",0.0
"41.3851209,2.1939907",0.0
"41.3858911,2.1804195",14.0
"41.3868595,2.1634784",0.0
"41.3892781,2.1911055",0.0
"41.3894459,2.1522761",0.0
"41.3937807,2.1195609",0.0
"41.4003067,2.207765",0.0
"41.4043275,2.1937054",0.0
"41.4139764,2.1755472",0.0
"41.4270409,2.1401219",0.0
"41.4287282,2.1374944",0.0
"41.4493539,2.248254",0.0
"41.455212,-81.950647",0.0
"41.455623,15.5245823",0.0
"41.4707933,2.0848815",0.0
"41.4875129,-71.5343094",0.0
"41.4925576,13.8305297",0.0
"41.4996574,-81.6936772",0.0
"41.5005343,-81.6220008",0.0
"41.5013869,-81.6007022",0.0
"41.5015527,2.1062607",0.0
"41.502172,-81.6198195",5.0
"41.5040164,2.0859223",0.0
"41.5850394,-85.8344491",0.0
"41.5868654,-93.6249494",0.0
"41.6311024,-91.540752",1.0
"41.6344802,2.1626124",0.0
"41.6345573,-0.899798",0.0
"41.6521342,-0.8809428",0.0
"41.6529143,-83.5378173",0.0
"41.6554825,-4.7258358",0.0
"41.6612561,-91.5299106",0.0
"41.6731523,-93.6973395",0.0
"41.6788459,-91.5964965",0.0
"41.6915847,-0.9101268",3.0
"41.6992003,-86.2373691",0.0
"41.7069106,15.7288455",0.0
"41.7198216,-72.8320435",0.0
"41.7334455,-72.7923453",0.0
"41.7537095,-72.6816252",0.0
"41.7634632,123.4117577",4.0
"41.7673728,12.4695515",0.0
"41.7676016,12.4442154",0.0
"41.7881243,-87.6047744",0.0
"41.7913274,-87.6008421",0.0
"41.8026095,123.4279105",0.0
"41.804302,-77.069778",0.0
"41.8051978,140.7375294",0.0
"41.8110744,-71.4089995",0.0
"41.8119263,-72.2647704",0.0
"41.8239891,-71.4128343",0.0
"41.8287331,12.4632985",0.0
"41.8388212,-87.7051715",0.0
"41.8525691,-71.4219065",0.0
"41.8619504,12.4796114",0.0
"41.8675665,-87.6524237",0.0
"41.8722219,-87.6738773",0.0
"41.8746441,-87.669135",1.0
"41.8755616,-87.6244212",10.0
"41.8789942,-87.8436412",0.0
"41.8805319,-87.632582",0.0
"41.8933203,12.4829321",0.0
"41.894585,-87.6215462",0.0
"41.8954392,-87.618244",0.0
"41.8961124,-87.6172378",0.0
"41.8970772,12.4607003",0.0
"41.9003704,12.5126063",37.0
"41.9014169,12.430537",0.0
"41.9042766,12.5181388",32.0
"41.91011,12.5157662",0.0
"41.9205448,12.5403454",1.0
"41.93099,2.2485905",5.0
"41.9432942,12.4221263",0.0
"41.9793006,2.8199439",3.0
"41.9805889,-76.5208075",0.0
"41.9941334,-87.8756737",0.0
"42.0267567,-93.6170448",0.0
"42.0557157,-87.6752945",0.0
"42.0693991,-87.682932",0.0
"42.1026928,14.4159053",0.0
"42.1368853,13.610341",0.0
"42.1382362,24.7359681",0.0
"42.1672015,-88.1321925",0.0
"42.2474581,-71.0029673",0.0
"42.2625621,-71.8018877",0.0
"42.2685106,42.6672754",0.0
"42.2771915,-71.7625025",0.0
"42.2802645,-71.2360624",0.0
"42.2813722,-83.7484616",0.0
"42.2836393,-71.346996",0.0
"42.2895485,-71.3144942",0.0
"42.2942142,-83.7100389",0.0
"42.3057836,-71.2288367",0.0
"42.3125761,-71.3349903",0.0
"42.327724,-87.8394189",0.0
"42.3288989,-71.5799068",0.0
"42.3315509,-83.0466403",0.0
"42.3356229,-71.0716153",8.0
"42.3369167,-71.1038922",10.0
"42.3370801,-87.8344244",0.0
"42.3371715,-71.1056791",0.0
"42.3375681,-71.1078696",0.0
"42.339791,-71.1051572",10.0
"42.3468589,-71.5525188",0.0
"42.3496554,-71.0638505",10.0
"42.3504215,-71.1032247",0.0
"42.3540967,-71.1091925",0.0
"42.3544528,-71.1097042",0.0
"42.355066,-71.0594278",7.0
"42.3571895,-83.0709436",0.0
"42.3582529,-71.0966272",10.0
"42.3588336,-71.0578303",0.0
"42.3609988,-71.0974915",0.0
"42.3627427,-71.0839537",0.0
"42.3628605,-71.068753",0.0
"42.3635796,-83.0749603",0.0
"42.3652576,-71.1843234",0.0
"42.3656347,-71.1040018",0.0
"42.3657432,-71.1222139",0.0
"42.3663471,-71.0851776",2.0
"42.3672098,-71.0792167",0.0
"42.369517,-71.1057346",0.0
"42.3762385,-71.2355644",1.0
"42.3778749,-71.0619957",0.0
"42.3791064,-71.1196785",0.0
"42.3868378,-71.1194103",0.0
"42.3893259,-72.5283614",0.0
"42.4069987,-71.116617",0.0
"42.4349207,-71.2347635",0.0
"42.4473175,-71.2245003",0.0
"42.452916,-76.4800635",0.0
"42.4605189,-71.3488963",0.0
"42.4792618,-71.1522766",0.0
"42.4894801,-83.1446485",0.0
"42.5563226,12.6562709",0.0
"42.5584264,-71.268947",0.0
"42.6540943,-73.7773458",0.0
"42.6840271,-73.8258773",0.0
"42.6908222,-73.8329213",0.0
"42.7023794,-84.4803869",0.0
"42.7257488,2.8899549",0.0
"42.7298969,-73.6796678",0.0
"42.8058167,-1.664296",0.0
"42.815686,-1.6522353",0.0
"42.8340637,-2.6591563",0.0
"42.8702581,-8.5652095",25.0
"42.8864163,-78.8781493",0.0
"42.8986198,-78.8656807",0.0
"42.9002153,-78.869362",12.0
"42.9064576,-8.5192983",0.0
"42.9274386,-78.853529",0.0
"42.9632425,-85.6678639",0.0
"42.9676408,-90.3304246",0.0
"42.9836747,-81.2496068",0.0
"43.0036024,-81.2829929",18.0
"43.0078564,-81.2776643",0.0
"43.0386475,-87.9090751",0.0
"43.0438671,-88.0224532",0.0
"43.07469,-89.3841663",0.0
"43.0792015,12.3553973",0.0
"43.0802745,-89.4309587",0.0
"43.1070321,12.4029962",0.0
"43.1238479,5.9764168",0.0
"43.1355411,-70.9461816",0.0
"43.157285,-77.615214",0.0
"43.1591804,141.3977532",0.0
"43.1672059,11.467561",0.0
"43.1920427,-77.5882889",0.0
"43.2237033,-2.8179524",0.0
"43.2314113,-2.844051",0.0
"43.2337065,5.4419491",0.0
"43.2343915,5.4416249",0.0
"43.2453305,5.4168106",4.0
"43.2462233,5.4364876",0.0
"43.2560802,-79.8728583",0.0
"43.2625038,5.4108076",0.0
"43.2639397,-79.9178252",0.0
"43.290387,5.3956493",0.0
"43.2907714,-2.8870439",0.0
"43.2922991,5.3958402",0.0
"43.2946182,13.4589281",0.0
"43.2963986,5.3777888",15.0
"43.3224219,-1.9838889",0.0
"43.3426562,3.2131307",0.0
"43.3521624,5.3494409",0.0
"43.357067,-5.8668184",0.0
"43.3719215,-70.528122",0.0
"43.3759889,-5.829281",0.0
"43.400307,23.716675",0.0
"43.4519831,142.8197834",0.0
"43.4618932,-3.8100255",0.0
"43.4701994,-80.5452429",0.0
"43.4714722,10.6797912",0.0
"43.4801189,13.2187279",0.0
"43.524858,-5.6084533",0.0
"43.5327864,-80.2249974",0.0
"43.5476008,-96.7293629",0.0
"43.5588717,1.4534362",0.0
"43.5600154,1.4635695",0.0
"43.5607651,1.4530929",0.0
"43.5884727,-79.643658",0.0
"43.6044638,1.4442433",0.0
"43.6105495,1.4005771",0.0
"43.6112422,3.8767337",0.0
"43.6115115,1.4007283",0.0
"43.6129424,3.8520474",0.0
"43.6132492,1.4000796",0.0
"43.6211955,-84.6824346",0.0
"43.6298864,3.8514807",0.0
"43.6311948,3.8602179",0.0
"43.6347057,-72.3161378",0.0
"43.637998,3.8634851",0.0
"43.643032,-72.251587",0.0
"43.6531775,-70.2762545",0.0
"43.6534817,-79.3839347",0.0
"43.6536408,-79.3778068",0.0
"43.6572672,-79.3875622",0.0
"43.6634681,-79.3968165",0.0
"43.6730826,-79.3882892",9.0
"43.6756843,-72.2701018",0.0
"43.6814757,-92.9650771",0.0
"43.7009358,7.2683912",0.0
"43.7170132,7.2675774",19.0
"43.7187789,10.3984525",0.0
"43.7194884,10.9458556",0.0
"43.7245139,7.2821791",0.0
"43.724592,7.2807163",0.0
"43.7697955,11.2556404",0.0
"43.8041147,11.2729461",0.0
"43.8122836,-91.2514355",0.0
"43.8240777,4.3210878",0.0
"43.8244074,87.6139038",0.0
"43.8550864,125.3163142",11.0
"43.8739899,125.2992982",0.0
"43.8844844,125.3181675",0.0
"43.9465433,12.630749",0.0
"43.9492493,4.8059012",0.0
"43.9647796,-75.9144352",0.0
"44.0225389,-92.4666075",0.0
"44.0505054,-123.0950506",0.0
"44.0717772,-92.5064013",0.0
"44.1267212,12.0611527",0.0
"44.2263489,-76.4957555",0.0
"44.3640607,12.0590095",0.0
"44.40726,8.9338624",26.0
"44.41078,12.1886775",0.0
"44.4148861,8.9266707",24.0
"44.4361414,26.102684",0.0
"44.4580704,7.5581367",0.0
"44.4737365,-73.1941468",0.0
"44.4915307,11.3609647",0.0
"44.4938203,11.3426327",0.0
"44.4982886,11.354457",0.0
"44.5384728,10.9359609",0.0
"44.6086674,10.5940667",0.0
"44.6378638,-63.5837315",0.0
"44.648618,-63.5859487",0.0
"44.6952006,10.0979869",0.0
"44.7873602,-0.6548606",4.0
"44.805615,-0.6308396",0.0
"44.8065065,-0.6096268",0.0
"44.8084356,-68.7511855",0.0
"44.8176736,20.4560842",0.0
"44.8179654,20.4507765",0.0
"44.8237431,-0.5807604",0.0
"44.8275266,-0.6038675",0.0
"44.8324602,-0.6982065",0.0
"44.8340848,-0.5791656",0.0
"44.841225,-0.5800364",0.0
"44.8450907,-93.1262768",0.0
"44.8872071,11.0661063",0.0
"44.9576807,-93.2658092",0.0
"44.959244,7.601722",0.0
"44.9727733,-93.2280874",0.0
"44.9772995,-93.2654692",0.0
"44.9863418,-93.1794451",0.0
"45.0368546,9.1378251",0.0
"45.0417061,7.673044",25.0
"45.051165,7.6811479",0.0
"45.0677551,7.6824892",0.0
"45.1815936,5.7090589",0.0
"45.1875602,5.7357819",0.0
"45.2003375,5.745294",0.0
"45.2090131,5.745715",0.0
"45.3367578,14.4252794",5.0
"45.3829973,9.1545305",1.0
"45.391408,11.8058487",0.0
"45.3984428,11.8956829",0.0
"45.403271,-71.889038",0.0
"45.4038563,-73.9523976",0.0
"45.4066496,11.8774407",0.0
"45.4144217,9.2066069",0.0
"45.4208777,-75.6901106",0.0
"45.4318428,-73.9452864",0.0
"45.4363395,11.0030301",0.0
"45.4371908,12.3345898",0.0
"45.4424977,10.9857377",11.0
"45.4437519,10.7066937",0.0
"45.4641943,9.1896346",18.0
"45.4641968,9.219135",15.0
"45.4731036,-73.6031079",0.0
"45.473408,4.3792689",0.0
"45.474386,9.2321797",12.0
"45.475,9.231368",0.0
"45.4757322,9.2282917",13.0
"45.4871723,-122.80378",0.0
"45.4954391,-122.7720881",0.0
"45.4958045,-122.6415699",1.0
"45.4968489,-73.6304158",0.0
"45.4981929,-122.6864957",0.0
"45.5031824,-73.5698065",0.0
"45.506198,9.2654798",2.0
"45.5074172,-73.5786696",0.0
"45.5092094,-73.5807588",36.0
"45.5098717,9.186033",2.0
"45.5118121,-122.686121",9.0
"45.5200112,9.1060927",0.0
"45.5202471,-122.674194",0.0
"45.5206825,9.2108483",0.0
"45.5277173,10.2334024",0.0
"45.5309291,-122.5628898",0.0
"45.5364847,9.2190931",0.0
"45.5365886,10.2252091",0.0
"45.5445548,-122.6701636",2.0
"45.549977,-94.1514779",0.0
"45.5563987,11.5461965",0.0
"45.5583175,-122.9218439",0.0
"45.5792545,9.2591355",0.0
